WAP001,WAP002,WAP003,WAP004,WAP005,WAP006,WAP007,WAP008,WAP009,WAP010,X,Y,source
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,13.0,1.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,13.0,1.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,13.0,1.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,13.0,1.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,13.0,1.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,15.0,1.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,15.0,1.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,15.0,1.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,15.0,1.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,15.0,1.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,15.0,1.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,15.0,1.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,15.0,1.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,15.0,1.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,15.0,1.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,17.0,1.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,17.0,1.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,17.0,1.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,17.0,1.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,17.0,1.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,17.0,1.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,17.0,1.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,17.0,1.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,17.0,1.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,17.0,1.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,19.0,1.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,19.0,1.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,19.0,1.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,19.0,1.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,19.0,1.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,19.0,1.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,19.0,1.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,19.0,1.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,19.0,1.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,19.0,1.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1.0,3.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1.0,3.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1.0,3.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1.0,3.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1.0,3.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1.0,3.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1.0,3.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1.0,3.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1.0,3.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1.0,3.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,3.0,3.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,3.0,3.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,3.0,3.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,3.0,3.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,3.0,3.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,3.0,3.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,3.0,3.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,3.0,3.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,3.0,3.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,3.0,3.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,5.0,3.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,5.0,3.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,5.0,3.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,5.0,3.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,5.0,3.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,5.0,3.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,5.0,3.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,5.0,3.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,5.0,3.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,5.0,3.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,7.0,3.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,7.0,3.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,7.0,3.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,7.0,3.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,7.0,3.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,7.0,3.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,7.0,3.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,7.0,3.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,7.0,3.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,7.0,3.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9.0,3.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9.0,3.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9.0,3.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9.0,3.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9.0,3.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9.0,3.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9.0,3.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9.0,3.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9.0,3.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9.0,3.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,11.0,3.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,11.0,3.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,11.0,3.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,11.0,3.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,11.0,3.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,11.0,3.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,11.0,3.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,11.0,3.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,11.0,3.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,11.0,3.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,13.0,3.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,13.0,3.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,13.0,3.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,13.0,3.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,13.0,3.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,13.0,3.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,13.0,3.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,13.0,3.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,13.0,3.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,13.0,3.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,15.0,3.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,15.0,3.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,15.0,3.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,15.0,3.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,15.0,3.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,15.0,3.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,15.0,3.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,15.0,3.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,15.0,3.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,15.0,3.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,17.0,3.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,17.0,3.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,17.0,3.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,17.0,3.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,17.0,3.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,17.0,3.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,17.0,3.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,17.0,3.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,17.0,3.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,17.0,3.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,19.0,3.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,19.0,3.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,19.0,3.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,19.0,3.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,19.0,3.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,19.0,3.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,19.0,3.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,19.0,3.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,19.0,3.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,19.0,3.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1.0,5.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1.0,5.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1.0,5.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1.0,5.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1.0,5.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1.0,5.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1.0,5.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1.0,5.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1.0,5.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1.0,5.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,3.0,5.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,3.0,5.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,3.0,5.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,3.0,5.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,3.0,5.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,3.0,5.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,3.0,5.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,3.0,5.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,3.0,5.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,3.0,5.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,5.0,5.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,5.0,5.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,5.0,5.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,5.0,5.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,5.0,5.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,5.0,5.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,5.0,5.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,5.0,5.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,5.0,5.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,5.0,5.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,7.0,5.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,7.0,5.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,7.0,5.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,7.0,5.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,7.0,5.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,7.0,5.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,7.0,5.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,7.0,5.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,7.0,5.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,7.0,5.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9.0,5.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9.0,5.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9.0,5.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9.0,5.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9.0,5.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9.0,5.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9.0,5.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9.0,5.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9.0,5.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9.0,5.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,11.0,5.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,11.0,5.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,11.0,5.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,11.0,5.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,11.0,5.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,11.0,5.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,11.0,5.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,11.0,5.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,11.0,5.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,11.0,5.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,13.0,5.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,13.0,5.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,13.0,5.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,13.0,5.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,13.0,5.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,13.0,5.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,13.0,5.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,13.0,5.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,13.0,5.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,13.0,5.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,15.0,5.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,15.0,5.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,15.0,5.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,15.0,5.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,15.0,5.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,15.0,5.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,15.0,5.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,15.0,5.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,15.0,5.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,15.0,5.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,17.0,5.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,17.0,5.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,17.0,5.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,17.0,5.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,17.0,5.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,17.0,5.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,17.0,5.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,17.0,5.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,17.0,5.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,17.0,5.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,19.0,5.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,19.0,5.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,19.0,5.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,19.0,5.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,19.0,5.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,19.0,5.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,19.0,5.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,19.0,5.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,19.0,5.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,19.0,5.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1.0,7.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1.0,7.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1.0,7.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1.0,7.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1.0,7.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1.0,7.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1.0,7.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1.0,7.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1.0,7.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1.0,7.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,3.0,7.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,3.0,7.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,3.0,7.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,3.0,7.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,3.0,7.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,3.0,7.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,3.0,7.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,3.0,7.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,3.0,7.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,3.0,7.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,5.0,7.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,5.0,7.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,5.0,7.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,5.0,7.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,5.0,7.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,5.0,7.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,5.0,7.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,5.0,7.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,5.0,7.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,5.0,7.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,7.0,7.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,7.0,7.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,7.0,7.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,7.0,7.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,7.0,7.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,7.0,7.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,7.0,7.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,7.0,7.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,7.0,7.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,7.0,7.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9.0,7.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9.0,7.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9.0,7.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9.0,7.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9.0,7.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9.0,7.0,real
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9.0,7.0,real
